id	parent_id	language	ontology	other_parents	label	definition	ul_label	ui_definition	ui_help	deprecated	replaced_by	oboInOwl_hasSynonym	oboInOwl_hasBroadSynonym	oboInOwl_hasExactSynonym	oboInOwl_hasNarrowSynonym	IAO_0000118
CHEBI:16247	CHEBI:18059			CHEBI:25703|CHEBI:37734	phospholipid	A lipid containing phosphoric acid as a mono- or di-ester. The term encompasses phosphatidic acids and phosphoglycerides.										
CHEBI:35341	CHEBI:18059			CHEBI:51958	steroid	Any of naturally occurring compounds and synthetic analogues, based on the cyclopenta[a]phenanthrene carbon skeleton, partially or completely hydrogenated; there are usually methyl groups at C-10 and C-13, and often an alkyl group at C-17. By extension, one or more bond scissions, ring expansions and/or ring contractions of the skeleton may have occurred. Natural steroids are derived biogenetically from squalene, so may be considered as triterpenoids.										
CHEBI:26399	CHEBI:18254			CHEBI:26394	purine ribonucleoside											
CHEBI:29013	CHEBI:19129			CHEBI:26761|CHEBI:35915|CHEBI:36835|CHEBI:47891|CHEBI:79020	fusidic acid	A steroid antibiotic that is isolated from the fermentation broth of Fusidium coccineum.										
CHEBI:33838	CHEBI:21731			CHEBI:26912|CHEBI:61120	nucleoside	An N-glycosyl compound that has both a nucleobase, normally adenine, guanine, xanthine, thymine, cytosine or uracil, and either a ribose or deoxyribose as functional parents.										
CHEBI:63607	CHEBI:22160			CHEBI:37143|CHEBI:38785|CHEBI:55374|GENEPIO:0001097|GENEPIO:0001187	linezolid	An organofluorine compound that consists of 1,3-oxazolidin-2-one bearing an N-3-fluoro-4-(morpholin-4-yl)phenyl group as well as an acetamidomethyl group at position 5. A synthetic antibacterial agent that inhibits bacterial protein synthesis by binding to a site on 23S ribosomal RNA of the 50S subunit and prevents further formation of a functional 70S initiation complex.										
CHEBI:34994	CHEBI:22160			CHEBI:24396|CHEBI:26195|CHEBI:35618|CHEBI:51026|CHEBI:83403	teicoplanin A2	Any of the glycopeptides whose structure consists of teicoplanin A3-1 in which the hydroxy group of the di(aryloxy)-substituted phenol moiety has been converted to the corresponding 2-acylamino-2-deoxy-beta-D-glucoside. Members of the class differ only in the nature of the acyl group.										
CHEBI:36420	CHEBI:22213			CHEBI:36416|CHEBI:38180|GENEPIO:0001187	acridine	A polycyclic heteroarene that is anthracene in which one of the central CH groups is replaced by a nitrogen atom.										
CHEBI:26404	CHEBI:22260				puromycins											
CHEBI:26416	CHEBI:22315			CHEBI:26421	pyridine alkaloid											
CHEBI:2637	CHEBI:22390			CHEBI:22479|CHEBI:37622|CHEBI:47779|GENEPIO:0001097	amikacin	An amino cyclitol glycoside that is kanamycin A acylated at the N-1 position by a 4-amino-2-hydroxybutyryl group.										
CHEBI:23981	CHEBI:22478				ethanolamines											
CHEBI:37923	CHEBI:22479			CHEBI:22507|CHEBI:23824|CHEBI:29347|CHEBI:50994	astromicin	An amino cyclitol glycoside that is L-chiro-inositol in which the hydroxy groups at positions 1, 4, and 6 are replaced by aminoacetyl)methylamino, amino, and methoxy groups, respectively, and in which the hydroxy group at position 3 is converted to the corresponding 2,6-diamino-2,3,4,6,7-pentadeoxy-beta-L-lyxo-heptopyranoside. The major component of fortimicin, obtained from Micromonospora olivasterospora. It is administered (as the sulfate salt) by intramuscular injection or intravenous infusion for the treatment of severe systemic infections due to sensitive Gram-negative organisms.										
CHEBI:24951	CHEBI:22479			CHEBI:22507	kanamycins											
CHEBI:71960	CHEBI:22479			CHEBI:22507	lividomycins	Any member of a family of aminoglycosidic antibiotics produced by the bacterium Streptomyces lividus. Note that one member of this class, lividomycin A, is also known as lividomycin.										
CHEBI:7934	CHEBI:22479			CHEBI:22507	paromomycin	An amino cyclitol glycoside that is the 1-O-(2-amino-2-deoxy-alpha-D-glucopyranoside) and the 3-O-(2,6-diamino-2,6-dideoxy-beta-L-idopyranosyl)-beta-D-ribofuranoside of 4,6-diamino-2,3-dihydroxycyclohexane (the 1R,2R,3S,4R,6S diastereoisomer). It is obtained from various Streptomyces species. A broad-spectrum antibiotic, it is used (generally as the sulfate salt) for the treatment of acute and chronic intestinal protozoal infections, but is not effective for extraintestinal protozoal infections. It is also used as a therapeutic against visceral leishmaniasis.										
CHEBI:45257	CHEBI:22479			CHEBI:22507	ribostamycin	An amino cyclitol glycoside that is 4,6-diaminocyclohexane-1,2,3-triol having a 2,6-diamino-2,6-dideoxy-alpha-D-glucosyl residue attached at position 1 and a beta-D-ribosyl residue attached at position 2. It is an antibiotic produced by Streptomyces ribosidificus (formerly S. thermoflavus).										
CHEBI:26788	CHEBI:22479			CHEBI:22507	streptomycins											
CHEBI:28864	CHEBI:22479				tobramycin	A amino cyclitol glycoside that is kanamycin B lacking the 3-hydroxy substituent from the 2,6-diaminoglucose ring.										
CHEBI:27565	CHEBI:22495			CHEBI:33853|GENEPIO:0001097	4-aminosalicylic acid	An aminobenzoic acid that is salicylic acid substituted by an amino group at position 4.										
CHEBI:48975	CHEBI:22562				substituted aniline											
CHEBI:24834	CHEBI:22563			CHEBI:36914	inorganic anion											
CHEBI:25696	CHEBI:22563			CHEBI:25699	organic anion	Any organic ion with a net negative charge.										
CHEBI:33273	CHEBI:22563			CHEBI:36358	polyatomic anion	An anion consisting of more than one atom.										
CHEBI:26580	CHEBI:22565			CHEBI:39270	rifamycins											
CHEBI:50954	CHEBI:22632				diarsenes	Compounds with structure RAs=AsR.										
CHEBI:33406	CHEBI:22632				organoarsenic compound											
CHEBI:13248	CHEBI:22712			CHEBI:62733	anilide	Any aromatic amide obtained by acylation of aniline.										
CHEBI:22562	CHEBI:22712			CHEBI:33860	anilines	Any  aromatic amine that is benzene carrying at least one amino substituent and its substituted derivatives.										
CHEBI:22723	CHEBI:22712			CHEBI:33859	benzoic acids	Any aromatic carboxylic acid that consists of benzene in which at least a single hydrogen has been substituted by a carboxy group.										
CHEBI:23132	CHEBI:22712			CHEBI:36683	chlorobenzenes	Any organochlorine compound containing a benzene ring which is substituted by one or more chlorines.										
CHEBI:35496	CHEBI:22712			CHEBI:37143	fluorobenzenes	Any fluoroarene that is a benzene or a substituted benzene carrying at least one fluoro group.										
CHEBI:22495	CHEBI:22723			CHEBI:33856	aminobenzoic acid											
CHEBI:24676	CHEBI:22723			CHEBI:33853	hydroxybenzoic acid	Any benzoic acid carrying one or more phenolic hydroxy groups on the benzene ring.										
CHEBI:38443	CHEBI:22727				1-benzopyran											
CHEBI:3139	CHEBI:22907				bleomycin A2											
CHEBI:37141	CHEBI:22928			CHEBI:36684	organobromine compound	A compound containing at least one carbon-bromine bond.										
CHEBI:28368	CHEBI:23003			CHEBI:25698|CHEBI:29347|CHEBI:33853|CHEBI:35313|CHEBI:37912|CHEBI:63367|GENEPIO:0001187	novobiocin	A coumarin-derived antibiotic obtained from Streptomyces niveus.										
CHEBI:22507	CHEBI:23007			CHEBI:47779	aminoglycoside antibiotic											
CHEBI:3745	CHEBI:23007			CHEBI:35275|CHEBI:36683|CHEBI:46770|CHEBI:72588	clindamycin	A carbohydrate-containing antibiotic that is the  semisynthetic derivative of lincomycin, a natural antibiotic.										
CHEBI:6472	CHEBI:23007			CHEBI:35275|CHEBI:46770|CHEBI:84186	lincomycin	A carbohydrate-containing antibiotic produced by the actinomyces Streptomyces lincolnensis.										
CHEBI:3478	CHEBI:23066				cefaclor	A cephalosporin bearing chloro and (R)-2-amino-2-phenylacetamido groups at positions 3 and 7, respectively, of the cephem skeleton.										
CHEBI:3479	CHEBI:23066				cefadroxil	A cephalosporin bearing methyl and  (2R)-2-amino-2-(4-hydroxyphenyl)acetamido groups at positions 3 and 7, respectively, of the cephem skeleton.										
